"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3AT3GQPK","journalArticle","","Haxby James V., Guntupalli J. Swaroop","A Common, High-Dimensional Model of the Representational Space in Human Ventral Temporal Cortex","","","","10.1016/j.neuron.2011.08.026","","We present a high-dimensional model of the representational space in human ventral temporal (VT) cortex in which dimensions are response-tuning functions that are common across individuals and patterns of response are modeled as weighted sums of basis patterns associated with these response tunings. We map response-pattern vectors, measured with fMRI, from individual subjects' voxel spaces into this common model space using a new method, hyperalignment. Hyperalignment parameters based on responses during one experiment-movie viewing-identified 35 common response-tuning functions that captured fine-grained distinctions among a wide range of stimuli in the movie and in two category perception experiments. Between-subject classification (BSC, multivariate pattern classification based on other subjects' data) of response-pattern vectors in common model space greatly exceeded BSC of anatomically aligned responses and matched within-subject classification. Results indicate that population codes for complex visual stimuli in VT cortex are based on response-tuning functions that are common across individuals.","","2023-11-10 12:46:24","2023-12-01 15:08:33","","","","","","","","","","","","","","","","","","","","","","PMID: 22017997.0","","C:\Users\Etudiant\Zotero\storage\FP5J6N7E\Haxby James V. - A Common, High-Dimensional Model of the Representa.pdf","","fMRI; HD space of representation; Neural Correlates of Shared Conscious Experience","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NY9SN9FW","journalArticle","","Pandey Pankaj, Tripathi Richa","Classifying oscillatory brain activity associated with Indian Rasas using network metrics.","","","","10.1186/s40708-022-00163-7","","Neural signatures for the western classification of emotions have been widely discussed in the literature. The ancient Indian treatise on performing arts known as Natyashastra categorizes emotions into nine classes, known as Rasas. Rasa-as opposed to a pure emotion-is defined as a superposition of certain transitory, dominant, and temperamental emotional states. Although Rasas have been widely discussed in the text, dedicated brain imaging studies have not been conducted in their research. Our study examines the neural oscillations, recorded through electroencephalography (EEG) imaging, that are elicited while experiencing emotional states corresponding to Rasas. We identify differences among them using network-based functional connectivity metrics in five different frequency bands. Further, Random Forest models are trained on the extracted network features, and we present our findings based on classifier predictions. We observe slow (delta) and fast brain waves (beta and gamma) exhibited the maximum discriminating features between Rasas, whereas alpha and theta bands showed fewer distinguishable pairs. Out of nine Rasas, Sringaram (love), Bibhatsam (odious), and Bhayanakam (terror) were distinguishable from other Rasas the most across frequency bands. On the scale of most network metrics, Raudram (rage) and Sringaram are on the extremes, which also resulted in their good classification accuracy of 95%. This is reminiscent of the circumplex model where anger and contentment/happiness are on extremes on the pleasant scale. Interestingly, our results are consistent with the previous studies which highlight the significant role of higher frequency oscillations in the classification of emotions, in contrast to the alpha band that has shows non-significant differences across emotions. This research contributes to one of the first attempts to investigate the neural correlates of Rasas. Therefore, the results of this study can potentially guide the explorations into the entrainment of brain oscillations between performers and viewers, which can further lead to better performances and viewer experience.","","2023-11-10 12:46:24","2023-12-01 15:13:13","","","","","","","","","","","","","","","","","","","","","","PMID: 35840823.0","<p>need to look at methods?</p>","","","EEG/MEG; Functional Connectivity; New Emitional Rating; Short Clips; Subjective Experience Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M5QII4C2","journalArticle","","Andreu-Sanchez Celia, Martin-Pascual Miguel Angel","Beta-band differences in primary motor cortex between media and non-media professionals when watching motor actions in movies","","","","10.3389/fnins.2023.1204809","","To watch a person doing an activity has an impact on the viewer. In fact, the film industry hinges on viewers looking at characters doing all sorts of narrative activities. From previous works, we know that media and non-media professionals perceive differently audiovisuals with cuts. Media professionals present a lower eye-blink rate, a lower activity in frontal and central cortical areas, and a more organized functional brain connectivity when watching audiovisual cuts. Here, we aimed to determine how audiovisuals with no formal interruptions such as cuts were perceived by media and non-media professionals. Moreover, we wondered how motor actions of characters in films would have an impact on the brain activities of the two groups of observers. We presented a narrative with 24 motor actions in a one-shot movie in wide shot with no cuts to 40 participants. We recorded the electroencephalographic (EEG) activity of the participants and analyzed it for the periods corresponding to the 24 motor actions (24 actions x 40 participants = 960 potential trials). In accordance with collected results, we observed differences in the EEG activity of the left primary motor cortex. A spectral analysis of recorded EEG traces indicated the presence of significant differences in the beta band between the two groups after the onset of the motor activities, while no such differences were found in the alpha band. We concluded that media expertise is related with the beta band identified in the EEG activity of the left primary motor cortex and the observation of motor actions in videos.","","2023-11-10 12:46:24","2023-12-01 15:07:33","","","","","","","","","","","","","","","","","","","","","","PMID: 37434763.0","","","","EEG/MEG; Pattern Classification Given Behavioural Categories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8WY4W42Q","journalArticle","","Kubota Mikio, Pollonini Luca","Local syntactic violations evoke fast mismatch-related neural activity detected by optical neuroimaging","","","","10.1007/s00221-020-05922-8","","It remains to be investigated whether syntax-related mismatch activity would be evoked in event-related optical signals by syntactic violations that deviate from our language knowledge and expectations. In the current study, we have employed fast optical neuroimaging with a frequency-domain oximeter to examine whether syntactic violations of English bare infinitives in the non-finite complement clause would trigger syntax-related mismatch effects. Recorded sentences of bare or full infinitive structures (without or with the 'to' infinitival marker) with syntactically correct or incorrect versions and non-syntactic lexical items (verbs) were presented to native speakers of English (n = 8) during silent movie viewing as a passive oddball task. The analysis of source strength (i.e., minimum norm current amplitudes) revealed that the syntactic category violations of bare object infinitives led to significantly more robust optical mismatch effects than the other syntactic violation and non-structural, lexical elements. This mismatch response had a peak latency of 186 ms in the left anterior superior temporal gyrus. In combination with our prior MEG report (Kubota et al. in Neurosci Lett 662:195-204, 2018), the present optical neuroimaging findings show that syntactic marking (unmarked-to-marked) violations of the bare object infinitive against the rule of the mental grammar enhance the signal strength exactly in the same manner seen with MEG scanning, including the peak latency of mismatch activity and the activated area of the brain.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 32945889.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HL8PI2WA","journalArticle","","Valeriani Massimiliano, Betti Viviana","Seeing the pain of others while being in pain: A laser-evoked potentials study","","","","10.1016/j.neuroimage.2007.12.056","","Seeing actions, emotions and feelings of other individuals may activate resonant mechanisms that allow the empathic understanding of others' states. Being crucial for implementing pro-social behaviors, empathy is considered as inherently altruistic. Here we explored whether the personal experience of pain make individuals less inclined to share others' pain. We used laser-evoked potentials (LEPs) to explore whether observation of painful or non-noxious stimuli delivered to a stranger model induced any modulation in the pain system of onlookers who were suffering from pain induced by the laser stimuli. After LEPs recording, participants rated intensity and unpleasantness of the laser pain, and of the pain induced by the movie in themselves and in the model. Mere observation of needles penetrating the model's hand brought about a specific reduction of the N1/P1 LEP component, related to the activation of somatic nodes of the pain matrix. Such reduction is stronger in onlookers who rated the pain intensity induced by the pain movie as higher in themselves and lower in the model. Conversely, the N2a-P2 component, supposedly associated to affective pain qualities, did not show any specific modulation during observation of others' pain. Thus, viewing `flesh and bone' pain in others specifically modulates neural activity in the pain matrix sensory node. Moreover, this socially-derived inhibitory effect is correlated with the intensity of the pain attributed to self rather than to others suggesting that being in pain may bias the empathic relation with stranger models towards self-centred instead than other-related stances. (c) 2008 Elsevier Inc. All rights reserved.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 18291679.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6IWD4G56","journalArticle","","Tsuji Yuki, Kanazawa So","Infants' Hemodynamic Modulation in the Temporal Region","","","","10.3389/fnhum.2022.821539","","This study examined whether 8-month-old infants' hemodynamic responses in the temporal region were modulated by repeated presentation of Peekaboo  by using functional near-infrared spectroscopy (fNIRS). Previous studies have shown that infants' temporal region responds to faces (e.g., Otsuka et al., 2007). A recent electroencephalography study showed that the neural activity of infants was modulated by repeated presentation of Peekaboo.  Some fNIRS studies also revealed that the movie of Peekaboo  activated the hemodynamic response of the temporal region in infancy. However, no studies have shown the hemodynamic modulation of the temporal region according to the repeated presentation of Peekaboo  in infants. In order to examine whether the hemodynamic responses of the temporal region were modulated by repeated presentation of Peekaboo,  we compared the activity of the temporal region between the early and late trials. We set long and short delays before face-presentation. The results showed that the concentration of oxy-hemoglobin in the right occipitotemporal region (Ch 21) in both conditions increased after the presentation of Peekaboo  relative to the baseline. Moreover, in the long delay condition, the hemodynamic modulation of the right occipitotemporal region was induced according to the repeated presentation of Peekaboo  in infants.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 35370581.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YDUCHWHN","journalArticle","","Fekete Tomer, Pitowsky Itamar","Arousal increases the representational capacity of cortical tissue","","","","10.1007/s10827-009-0138-6","","Arousal patently transforms the faculties of complex organisms. Although typical changes in cortical activity such as seen in EEG and LFP measurements are associated with change in state of arousal, it remains unclear what in the constitution of such state dependent activity enables this profound enhancement of ability. We put forward the hypothesis that arousal modulates cortical activity by rendering it more fit to represent information. We argue that representational capacity is of a dual nature-it requires not only that cortical tissue generate complex activity (i.e. spatiotemporal neuronal events), but also a complex cortical activity space (which is comprised of such spatiotemporal events). We explain that the topological notion of complexity-homology-is the pertinent measure of the complexity of neuronal activity spaces, as homological structure indicates not only the degree to which underlying activity is inherently clustered but also registers the effective dimensionality of the configurations formed by such clusters. Changes of this sort in the structure of cortical activity spaces can serve as the basis of the enhanced capacity to make perceptual/behavioral distinctions brought about by arousal. To show the feasibility of these ideas, we analyzed voltage sensitive dye imaging (VSDI) data acquired from primate visual cortex in disparate states of arousal. Our results lend some support to the theory: first as arousal increased so did the complexity of activity (that is the complexity of VSDI movies). Moreover, the complexity of structure of activity space (that is VSDI movie space) as measured by persistent homology-a multi scale topological measure of complexity-increased with arousal as well.","","2023-11-10 12:46:24","2023-12-01 14:58:07","","","","","","","","","","","","","","","","","","","","","","PMID: 19326198.0","","","","Arousal Impact","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U78S9K6U","journalArticle","","Molina-Del-Rio Jahaziel, Hidalgo-Aguirre Rosa M.","The observation of real videos and movie clips with anger content induces different cortical connectivity patterns in young women","","","","10.24875/RMN.21000047","","Background: When we experience an emotion, a personal evaluation of stimuli and physiological responses occurs, based on the previous exposure. Anger can be triggered when we feel upset by movies, and those more realistic as videos of the internet can be even more arousing. Measures can be obtained to estimate synchronous participation between two brain areas during the processing of emotions. Objective: We compare brain activity in response to fictional visual stimuli taken from a movie bank versus real internet videos. Methods: We recorded subjective responses, and electrophysiological parameters to compare the functional connectivity patterns of 26 young women divided into two groups. Results: Results showed differences of functional connectivity revealed a characteristic pattern associated with each type of video observed, with an increased electroencephalographic (EEG) correlation during observation of the internet videos and a decreased EEG correlation while watching the movie clips, between frontal and temporal regions in slow and fast bands. Conclusion: Functional connectivity EEG analysis, together with the subjetive physiological assessment, allow for a closer approach to the study of the cognitive processing of emotions.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: nan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9DGGQ2HC","journalArticle","","Ki Jason J., Kelly Simon P.","Attention Strongly Modulates Reliability of Neural Responses to Naturalistic Narrative Stimuli","","","","10.1523/JNEUROSCI.2942-15.2016","","Attentional engagement is a major determinant of how effectively we gather information through our senses. Alongside the sheer growth in the amount and variety of information content that we are presented with through modern media, there is increased variability in the degree to which we absorb that information. Traditional research on attention has illuminated the basic principles of sensory selection to isolated features or locations, but it provides little insight into the neural underpinnings of our attentional engagement with modern naturalistic content. Here, we show in human subjects that the reliability of an individual's neural responses with respect to a larger group provides a highly robust index of the level of attentional engagement with a naturalistic narrative stimulus. Specifically, fast electroencephalographic evoked responses were more strongly correlated across subjects when naturally attending to auditory or audiovisual narratives than when attention was directed inward to a mental arithmetic task during stimulus presentation. This effect was strongest for audiovisual stimuli with a cohesive narrative and greatly reduced for speech stimuli lacking meaning. For compelling audiovisual narratives, the effect is remarkably strong, allowing perfect discrimination between attentional state across individuals. Control experiments rule out possible confounds related to altered eye movement trajectories or order of presentation. We conclude that reliability of evoked activity reproduced across subjects viewing the same movie is highly sensitive to the attentional state of the viewer and listener, which is aided by a cohesive narrative.","","2023-11-10 12:46:24","2023-12-01 15:07:44","","","","","","","","","","","","","","","","","","","","","","PMID: 26961961.0","","","","EEG/MEG; Impact of Attention; Neural Correlates of Shared Conscious Experience","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SZVIZL4K","journalArticle","","Taniguchi Nami, Hironaga Naruhito","Late responses in the anterior insula reflect the cognitive component of pain: evidence of nonpain processing","","","","10.1097/PR9.0000000000000984","","Introduction: Pain is a complex experience influenced by sensory and psychological factors. The insula is considered to be a core part of the pain network in the brain. Previous studies have suggested a relationship between the posterior insula (PI) and sensory processing, and between the anterior insula (AI) and cognitive-affective factors. Objectives: Our aim was to distinguish sensory and cognitive responses in pain-related insular activities. Methods: We recorded spatiotemporal insular activation patterns of healthy participants (n = 20) during pain or tactile processing with painful or nonpainful movie stimuli, using a magnetoencephalography. We compared the peak latency between PI and AI activities in each stimulus condition, and between pain and tactile processing in each response. The peak latency and amplitude between different movies were then examined to explore the effects of cognitive influence. A visual analogue scale was used to assess subjective perception. Results: The results revealed one clear PI activity and 2 AI activities (early and late) in insular responses induced by pain/tactile stimulation. The early response transmitted from the PI to AI was observed during sensory-associated brain activity, whereas the late AI response was observed during cognitive-associated activity. In addition, we found that painful movie stimuli had a significant influence on both late AI activity and subjective perception, caused by nonpainful actual stimulation. Conclusions: The current findings suggested that late AI activation reflects the processing of cognitive pain information, whereas the PI and early AI responses reflect sensory processing.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 35187379.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HJVLG8AN","journalArticle","","Musz Elizabeth, Chen Janice","Neural signatures associated with temporal compression in the verbal retelling of past events","","","","10.1038/s42003-022-03418-5","","Brain patterns measured while participants first watched a movie in the fMRI scanner, then recalled the movie's key narrative features, demonstrate that temporal compression in individuals' retelling of past events predicts encoding-to-recall transformations.When we retell our past experiences, we aim to reproduce some version of the original events; this reproduced version is often temporally compressed relative to the original. However, it is currently unclear how this compression manifests in brain activity. One possibility is that a compressed retrieved memory manifests as a neural pattern which is more dissimilar to the original, relative to a more detailed or vivid memory. However, we argue that measuring raw dissimilarity alone is insufficient, as it confuses a variety of interesting and uninteresting changes. To address this problem, we examine brain pattern changes that are consistent across people. We show that temporal compression in individuals' retelling of past events predicts systematic encoding-to-recall transformations in several higher associative regions. These findings elucidate how neural representations are not simply reactivated, but can also be transformed due to temporal compression during a universal form of human memory expression: verbal retelling.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 35606497.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FWY22PLG","journalArticle","","Mensen Armand, Marshall William","Differentiation Analysis of Continuous Electroencephalographic Activity Triggered by Video Clip Contents","","","","10.1162/jocn_a_01278","","While viewing a video clip, we experience a wide variety of contents, from low-level features of the images to high-level ideas such as the storyline. Each change in our experience must be supported by some corresponding change in neurophysiological activity. Differentiation analysis, which quantifies the differences in brain activity by measuring the distances between observed brain states, was applied here to continuous high-density electroencephalographic data recorded while participants watched short video clips. These clips were manipulated in various ways to change the degree of meaningfulness of their contents. We found that neurophysiological differentiation mirrored that of phenomenal differentiation, being higher for meaningful clips and lower for phase-scrambled versions or random noise. The distinction between meaningful and meaningless clips was present even at the individual level, and moreover, differentiation values correlated with individual subjective reports of meaningfulness. Spatial and spectral breakdowns of the overall effect showed frontal and posterior ROIs and highlighted specific roles for different spectral bands. Comparing the results with a multivariate decoding approach reveals that the two methods are capturing different aspects of brain activity and highlights a crucial theoretical distinction between the level and pattern of activity. In future applications, differentiation analysis may be used to evaluate the subjective meaningfulness of stimuli when behavioral responses may be inadequate, as with disorders of consciousness.","","2023-11-10 12:46:24","2023-12-01 15:13:18","","","","","","","","","","","","","","","","","","","","","","PMID: 29762103.0","<div data-schema-version=""8""><p>interestingly puts into light the idea that LEVEL and PATTERN of activity translate two different things.</p> </div>","","","EEG/MEG; Neural Correlates of Shared Conscious Experience; Short Clips; Subjective Experience Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EF98MK9J","journalArticle","","Park Jonghyeok, Kim Hackjin","EEG Beta Oscillations in the Temporoparietal Area Related to the Accuracy in Estimating Others' Preference","","","","10.3389/fnhum.2018.00043","","Humans often attempt to predict what others prefer based on a narrow slice of experience, called thin-slicing. According to the theoretical bases for how humans can predict the preference of others, one tends to estimate the other's preference using a perceived difference between the other and self. Previous neuroimaging studies have revealed that the network of dorsal medial prefrontal cortex (dmPFC) and right temporoparietal junction (rTPJ) is related to the ability of predicting others' preference. However, it still remains unknown about the temporal patterns of neural activities for others' preference prediction through thin-slicing. To investigate such temporal aspects of neural activities, we investigated human electroencephalography (EEG) recorded during the task of predicting the preference of others while only a facial picture of others was provided. Twenty participants (all female, average age: 21.86) participated in the study. In each trial of the task, participants were shown a picture of either a target person or self for 3 s, followed by the presentation of a movie poster over which participants predicted the target person's preference as liking or disliking. The time-frequency EEG analysis was employed to analyze temporal changes in the amplitudes of brain oscillations. Participants could predict others' preference for movies with accuracy of 56.89 +/- 3.16% and 10 out of 20 participants exhibited prediction accuracy higher than a chance level (95% interval). There was a significant difference in the power of the parietal alpha(10 similar to 13 Hz) oscillation 0.6 similar to 0.8 s after the onset of poster presentation between the cases when participants predicted others' preference and when they reported self preference (p < 0.05). The power of brain oscillations at any frequency band and time period during the trial did not show a significant correlation with individual prediction accuracy. However, when we measured differences of the power between the trials of predicting other's preference and reporting self-preference, the right temporal beta oscillations 1.6 similar to 1.8 s after the onset of facial picture presentation exhibited a significant correlation with individual accuracy. Our results suggest that right temporoparietal beta oscillations may be correlated with one's ability to predict what others prefer with minimal information.","","2023-11-10 12:46:24","2023-12-01 15:07:23","","","","","","","","","","","","","","","","","","","","","","PMID: 29479312.0","","","","OUT-OF-SCOPE; UNRELATED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P6XQ2RP4","journalArticle","","Mishra Sudhakar, Srinivasan Narayanan","Cardiac-Brain Dynamics Depend on Context Familiarity and Their Interaction Predicts Experience of Emotional Arousal","","","","10.3390/brainsci12060702","","Our brain continuously interacts with the body as we engage with the world. Although we are mostly unaware of internal bodily processes, such as our heartbeats, they may be influenced by and in turn influence our perception and emotional feelings. Although there is a recent focus on understanding cardiac interoceptive activity and interaction with brain activity during emotion processing, the investigation of cardiac-brain interactions with more ecologically valid naturalistic emotional stimuli is still very limited. We also do not understand how an essential aspect of emotions, such as context familiarity, influences affective feelings and is linked to statistical interaction between cardiac and brain activity. Hence, to answer these questions, we designed an exploratory study by recording ECG and EEG signals for the emotional events while participants were watching emotional movie clips. Participants also rated their familiarity with the stimulus on the familiarity scale. Linear mixed effect modelling was performed in which the ECG power and familiarity were considered as predictors of EEG power. We focused on three brain regions, including prefrontal (PF), frontocentral (FC) and parietooccipital (PO). The analyses showed that the interaction between the power of cardiac activity in the mid-frequency range and the power in specific EEG bands is dependent on familiarity, such that the interaction is stronger with high familiarity. In addition, the results indicate that arousal is predicted by cardiac-brain interaction, which also depends on familiarity. The results support emotional theories that emphasize context dependency and interoception. Multimodal studies with more realistic stimuli would further enable us to understand and predict different aspects of emotional experience.","","2023-11-10 12:46:24","2023-12-01 15:13:39","","","","","","","","","","","","","","","","","","","","","","PMID: 35741588.0","","","","Bodily Signals; EEG/MEG; Link between neural correlates and bodily signals; Short Clips; Subjective Rating","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2QBRTIP5","journalArticle","","Barra Julien, Laou Laetitia","Does an Oblique/Slanted Perspective during Virtual Navigation Engage Both Egocentric and Allocentric Brain Strategies?","","","","10.1371/journal.pone.0049537","","Perspective (route or survey) during the encoding of spatial information can influence recall and navigation performance. In our experiment we investigated a third type of perspective, which is a slanted view. This slanted perspective is a compromise between route and survey perspectives, offering both information about landmarks as in route perspective and geometric information as in survey perspective. We hypothesized that the use of slanted perspective would allow the brain to use either egocentric or allocentric strategies during storage and recall. Twenty-six subjects were scanned (3-Tesla fMRI) during the encoding of a path (40-s navigation movie within a virtual city). They were given the task of encoding a segment of travel in the virtual city and of subsequent shortcut-finding for each perspective: route, slanted and survey. The analysis of the behavioral data revealed that perspective influenced response accuracy, with significantly more correct responses for slanted and survey perspectives than for route perspective. Comparisons of brain activation with route, slanted, and survey perspectives suggested that slanted and survey perspectives share common brain activity in the left lingual and fusiform gyri and lead to very similar behavioral performance. Slanted perspective was also associated with similar activation to route perspective during encoding in the right middle occipital gyrus. Furthermore, slanted perspective induced intermediate patterns of activation (in between route and survey) in some brain areas, such as the right lingual and fusiform gyri. Our results suggest that the slanted perspective may be considered as a hybrid perspective. This result offers the first empirical support for the choice to present the slanted perspective in many navigational aids.","","2023-11-10 12:46:24","2023-12-01 15:12:43","","","","","","","","","","","","","","","","","","","","","","PMID: 23209583.0","","","","fMRI; Modified Movie Stimulus; Short Clips","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RC45QLJ5","journalArticle","","Hutcherson CA, Goldin PR","Attention and emotion: Does rating emotion alter neural responses to amusing and sad films?","","","","10.1016/j.neuroimage.2005.04.028","","Functional neuroimaging of affective systems often includes subjective self-report of the affective response. Although self-report provides valuable information regarding participants' affective responses, prior studies have raised the concern that the attentional demands of reporting on affective experience may obscure neural activations reflecting more natural affective responses. In the present study, we used potent emotion-eliciting amusing and sad films, employed a novel method of continuous self-reported rating of emotion experience, and compared the impact of rating with passive viewing of amusing and sad films. Subjective rating of ongoing emotional responses did not decrease either self-reported experience of emotion or neural activations relative to passive viewing in any brain regions. Rating, relative to passive viewing, produced increased activity in anterior cingulate, insula, and several other areas associated with introspection of emotion. These results support the use of continuous emotion measures and emotionally engaging films to study the dynamics of emotional responding and suggest that there may be some contexts in which the attention to emotion induced by reporting emotion experience does not disrupt emotional responding either behaviorally or neurally. (c) 2005 Elsevier Inc. All rights reserved.","","2023-11-10 12:46:24","2023-12-01 15:13:11","","","","","","","","","","","","","","","","","","","","","","PMID: 15946863.0","","","","Continuous Self-Reporting; Emotional Topology; fMRI; Impact of Self-Reports; Subjective Experience Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JQNJM3UX","journalArticle","","Bonasia Kyra, Sekeres Melanie J.","Prior knowledge modulates the neural substrates of encoding and retrieving naturalistic events at short and long delays","","","","10.1016/j.nlm.2018.02.017","","Congruence with prior knowledge and incongruence/novelty have long been identified as two prominent factors that, despite their opposing characteristics, can both enhance episodic memory. Using narrative film clip stimuli, this study investigated these effects in naturalistic event memories examining behaviour and neural activation to help explain this paradox. Furthermore, we examined encoding, immediate retrieval, and one-week delayed retrieval to determine how these effects evolve over time. Behaviourally, both congruence with prior knowledge and incongruence/novelty enhanced memory for events, though incongruent events were recalled with more errors over time. During encoding, greater congruence with prior knowledge was correlated with medial prefrontal cortex (mPFC) and parietal activation, suggesting that these areas may play a key role in linking current episodic processing with prior knowledge. Encoding of increasingly incongruent events, on the other hand, was correlated with increasing activation in, and functional connectivity between, the medial temporal lobe (MTL) and posterior sensory cortices. During immediate and delayed retrieval the mPFC and MTL each demonstrated functional connectivity that varied based on the congruence of events with prior knowledge; with connectivity between the MTL and occipital regions found for incongruent events, while congruent events were associated with functional connectivity between the mPFC and the inferior parietal lobules and middle frontal gyri. These results demonstrate patterns of neural activity and connectivity that shift based on the nature of the event being experienced or remembered, and that evolve over time. Furthermore, they suggest potential mechanisms by which both congruence with prior knowledge and incongruence/novelty may enhance memory, through mPFC and MTL functional connectivity, respectively.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 29474955.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W93B4GPN","journalArticle","","Fisher Robert S., Acharya Jayant N.","Visually sensitive seizures: An updated review by the Epilepsy Foundation","","","","10.1111/epi.17175","","Light flashes, patterns, or color changes can provoke seizures in up to 1 in 4000 persons. Prevalence may be higher because of selection bias. The Epilepsy Foundation reviewed light-induced seizures in 2005. Since then, images on social media, virtual reality, three-dimensional (3D) movies, and the Internet have proliferated. Hundreds of studies have explored the mechanisms and presentations of photosensitive seizures, justifying an updated review. This literature summary derives from a nonsystematic literature review via PubMed using the terms photosensitive and epilepsy. The photoparoxysmal response (PPR) is an electroencephalography (EEG) phenomenon, and photosensitive seizures (PS) are seizures provoked by visual stimulation. Photosensitivity is more common in the young and in specific forms of generalized epilepsy. PS can coexist with spontaneous seizures. PS are hereditable and linked to recently identified genes. Brain imaging usually is normal, but special studies imaging white matter tracts demonstrate abnormal connectivity. Occipital cortex and connected regions are hyperexcitable in subjects with light-provoked seizures. Mechanisms remain unclear. Video games, social media clips, occasional movies, and natural stimuli can provoke PS. Virtual reality and 3D images so far appear benign unless they contain specific provocative content, for example, flashes. Images with flashes brighter than 20 candelas/m(2) at 3-60 (particularly 15-20) Hz occupying at least 10 to 25% of the visual field are a risk, as are red color flashes or oscillating stripes. Equipment to assay for these characteristics is probably underutilized. Prevention of seizures includes avoiding provocative stimuli, covering one eye, wearing dark glasses, sitting at least two meters from screens, reducing contrast, and taking certain antiseizure drugs. Measurement of PPR suppression in a photosensitivity model can screen putative antiseizure drugs. Some countries regulate media to reduce risk. Visually-induced seizures remain significant public health hazards so they warrant ongoing scientific and regulatory efforts and public education.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 35132632.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
