PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37724831","Emotional arousal pattern (EMAP): A new database for modeling momentary subjective and psychophysiological responding to affective stimuli","Eisenbarth H, Oxner M, Shehu HA, Gastrell T, Walsh A, Browne WN, Xue B.","Psychophysiology. 2023 Sep 19:e14446. doi: 10.1111/psyp.14446. Online ahead of print.","Eisenbarth H","Psychophysiology","2023","2023/09/19","","","10.1111/psyp.14446"
"22432905","Functional cliques in the amygdala and related brain networks driven by fear assessment acquired during movie viewing","Kinreich S, Intrator N, Hendler T.","Brain Connect. 2011;1(6):484-95. doi: 10.1089/brain.2011.0061. Epub 2012 Mar 9.","Kinreich S","Brain Connect","2011","2012/03/22","","","10.1089/brain.2011.0061"
"22373534","Comparison of retrospectively self-gated and prospectively triggered FLASH sequences for cine imaging of the aorta in mice at 9.4 Tesla","Fries P, Massmann A, Seidel R, Müller A, Stroeder J, Custodis F, Reil J, Schneider G, Buecker A.","Invest Radiol. 2012 Apr;47(4):259-66. doi: 10.1097/RLI.0b013e31823d3eb6.","Fries P","Invest Radiol","2012","2012/03/01","","","10.1097/RLI.0b013e31823d3eb6"
"22358003","Reducing the rate of repeat imaging: import of outside images to PACS","Lu MT, Tellis WM, Fidelman N, Qayyum A, Avrin DE.","AJR Am J Roentgenol. 2012 Mar;198(3):628-34. doi: 10.2214/ajr.11.6890.","Lu MT","AJR Am J Roentgenol","2012","2012/02/24","","","10.2214/ajr.11.6890"
"22070329","MRI-based modeling for radiocarpal joint mechanics: validation criteria and results for four specimen-specific models","Fischer KJ, Johnson JE, Waller AJ, McIff TE, Toby EB, Bilgen M.","J Biomech Eng. 2011 Oct;133(10):101004. doi: 10.1115/1.4005171.","Fischer KJ","J Biomech Eng","2011","2011/11/11","PMC3705881","NIHMS489260","10.1115/1.4005171"
"22017997","A common, high-dimensional model of the representational space in human ventral temporal cortex","Haxby JV, Guntupalli JS, Connolly AC, Halchenko YO, Conroy BR, Gobbini MI, Hanke M, Ramadge PJ.","Neuron. 2011 Oct 20;72(2):404-16. doi: 10.1016/j.neuron.2011.08.026.","Haxby JV","Neuron","2011","2011/10/25","PMC3201764","NIHMS324344","10.1016/j.neuron.2011.08.026"
"21972849","The impact of continuity editing in narrative film on event segmentation","Magliano JP, Zacks JM.","Cogn Sci. 2011 Nov-Dec;35(8):1489-517. doi: 10.1111/j.1551-6709.2011.01202.x. Epub 2011 Oct 4.","Magliano JP","Cogn Sci","2011","2011/10/07","PMC3208769","NIHMS321437","10.1111/j.1551-6709.2011.01202.x"
"21945275","Reconstructing visual experiences from brain activity evoked by natural movies","Nishimoto S, Vu AT, Naselaris T, Benjamini Y, Yu B, Gallant JL.","Curr Biol. 2011 Oct 11;21(19):1641-6. doi: 10.1016/j.cub.2011.08.031. Epub 2011 Sep 22.","Nishimoto S","Curr Biol","2011","2011/09/28","PMC3326357","NIHMS319652","10.1016/j.cub.2011.08.031"
"21935911","Annual screening strategies in BRCA1 and BRCA2 gene mutation carriers: a comparative effectiveness analysis","Lowry KP, Lee JM, Kong CY, McMahon PM, Gilmore ME, Cott Chubiz JE, Pisano ED, Gatsonis C, Ryan PD, Ozanne EM, Gazelle GS.","Cancer. 2012 Apr 15;118(8):2021-30. doi: 10.1002/cncr.26424. Epub 2011 Sep 20.","Lowry KP","Cancer","2012","2011/09/22","PMC3245774","NIHMS311525","10.1002/cncr.26424"
"21925216","Data-based functional template for sorting independent components of fMRI activity","Malinen S, Hari R.","Neurosci Res. 2011 Dec;71(4):369-76. doi: 10.1016/j.neures.2011.08.014. Epub 2011 Sep 10.","Malinen S","Neurosci Res","2011","2011/09/20","","","10.1016/j.neures.2011.08.014"
"21718791","A selective review of simulated driving studies: Combining naturalistic and hybrid paradigms, analysis approaches, and future directions","Calhoun VD, Pearlson GD.","Neuroimage. 2012 Jan 2;59(1):25-35. doi: 10.1016/j.neuroimage.2011.06.037. Epub 2011 Jun 21.","Calhoun VD","Neuroimage","2012","2011/07/02","PMC3197797","NIHMS304243","10.1016/j.neuroimage.2011.06.037"
"21522486","Neural correlates of the perception of dynamic versus static facial expressions of emotion","Kessler H, Doyen-Waldecker C, Hofer C, Hoffmann H, Traue HC, Abler B.","Psychosoc Med. 2011 Apr 20;8:Doc03. doi: 10.3205/psm000072.","Kessler H","Psychosoc Med","2011","2011/04/28","PMC3080662","","10.3205/psm000072"
"21467155","Color responsiveness argues against a dorsal component of human V4","Goddard E, Mannion DJ, McDonald JS, Solomon SG, Clifford CW.","J Vis. 2011 Apr 5;11(4):3. doi: 10.1167/11.4.3.","Goddard E","J Vis","2011","2011/04/07","","","10.1167/11.4.3"
"21360741","Simultaneous dynamic and functional MRI scanning (SimulScan) of natural swallows","Paine TL, Conway CA, Malandraki GA, Sutton BP.","Magn Reson Med. 2011 May;65(5):1247-52. doi: 10.1002/mrm.22824. Epub 2011 Feb 28.","Paine TL","Magn Reson Med","2011","2011/03/02","","","10.1002/mrm.22824"
"21287680","Real-time 3D MRI of contrast agents in whole living mice","Bled E, Hassen WB, Pourtau L, Mellet P, Lanz T, Schüler D, Voisin P, Franconi JM, Thiaudière E, Miraux S.","Contrast Media Mol Imaging. 2011 Jul-Aug;6(4):275-81. doi: 10.1002/cmmi.429. Epub 2011 Feb 2.","Bled E","Contrast Media Mol Imaging","2011","2011/02/03","","","10.1002/cmmi.429"
"20964170","Automated registration of diagnostic to prediagnostic x-ray mammograms: evaluation and comparison to radiologists' accuracy","Pinto Pereira SM, Hipwell JH, McCormack VA, Tanner C, Moss SM, Wilkinson LS, Khoo LA, Pagliari C, Skippage PL, Kliger CJ, Hawkes DJ, Silva IM.","Med Phys. 2010 Sep;37(9):4530-9. doi: 10.1118/1.3457470.","Pinto Pereira SM","Med Phys","2010","2010/10/23","","","10.1118/1.3457470"
"20955802","Impact of transient emotions on functional connectivity during subsequent resting state: a wavelet correlation approach","Eryilmaz H, Van De Ville D, Schwartz S, Vuilleumier P.","Neuroimage. 2011 Feb 1;54(3):2481-91. doi: 10.1016/j.neuroimage.2010.10.021. Epub 2010 Oct 16.","Eryilmaz H","Neuroimage","2011","2010/10/20","","","10.1016/j.neuroimage.2010.10.021"
"20665720","Invariance of firing rate and field potential dynamics to stimulus modulation rate in human auditory cortex","Mukamel R, Nir Y, Harel M, Arieli A, Malach R, Fried I.","Hum Brain Mapp. 2011 Aug;32(8):1181-93. doi: 10.1002/hbm.21100. Epub 2010 Jul 27.","Mukamel R","Hum Brain Mapp","2011","2010/07/29","PMC3085610","NIHMS261120","10.1002/hbm.21100"
"20501341","Estimation of cortical connectivity from EEG using state-space models","Cheung BL, Riedner BA, Tononi G, Van Veen BD.","IEEE Trans Biomed Eng. 2010 Sep;57(9):2122-34. doi: 10.1109/TBME.2010.2050319. Epub 2010 May 24.","Cheung BL","IEEE Trans Biomed Eng","2010","2010/05/27","PMC2923689","NIHMS204135","10.1109/TBME.2010.2050319"
"20428497","Inter-subject correlation of brain hemodynamic responses during watching a movie: localization in space and frequency","Kauppi JP, Jääskeläinen IP, Sams M, Tohka J.","Front Neuroinform. 2010 Mar 19;4:5. doi: 10.3389/fninf.2010.00005. eCollection 2010.","Kauppi JP","Front Neuroinform","2010","2010/04/30","PMC2859808","","10.3389/fninf.2010.00005"
"20382593","MRI shows clodronate-liposomes attenuating liver injury in rats with severe acute pancreatitis","Zhang JX, Dang SC, Zhang Y, Sha X, Zhang LR, Wei CS, Chen M, Jiang DL.","Hepatobiliary Pancreat Dis Int. 2010 Apr;9(2):192-200.","Zhang JX","Hepatobiliary Pancreat Dis Int","2010","2010/04/13","","",""
"20363957","Persistent schema-dependent hippocampal-neocortical connectivity during memory encoding and postencoding rest in humans","van Kesteren MT, Fernández G, Norris DG, Hermans EJ.","Proc Natl Acad Sci U S A. 2010 Apr 20;107(16):7550-5. doi: 10.1073/pnas.0914892107. Epub 2010 Apr 2.","van Kesteren MT","Proc Natl Acad Sci U S A","2010","2010/04/06","PMC2867741","","10.1073/pnas.0914892107"
"20231740","Evaluating patellar kinematics through magnetic resonance imaging during open- and closed-kinetic-chain exercises","Felicio LR, Saad MC, Liporaci RF, Baffa Ado P, Dos Santos AC, Bevilaqua-Grossi D.","J Sport Rehabil. 2010 Feb;19(1):1-11. doi: 10.1123/jsr.19.1.1.","Felicio LR","J Sport Rehabil","2010","2010/03/17","","","10.1123/jsr.19.1.1"
"23074406","Cancer screening with digital mammography for women at average risk for breast cancer, magnetic resonance imaging (MRI) for women at high risk: an evidence-based analysis","Medical Advisory Secretariat.","Ont Health Technol Assess Ser. 2010;10(3):1-55. Epub 2010 Mar 1.","Medical Advisory Secretariat","Ont Health Technol Assess Ser","2010","2012/10/18","PMC3377503","",""
"19994542","Initial investigation on the use of MR spectroscopy and micro-MRI of GAFCHROMIC EBT radiotherapy film","Holly R, Keller BM, Pignol JP, Lemaire C, Peemoeller H.","Med Phys. 2009 Nov;36(11):5341-6. doi: 10.1118/1.3242216.","Holly R","Med Phys","2009","2009/12/10","","","10.1118/1.3242216"
"19965114","State-space multivariate autoregressive models for estimation of cortical connectivity from EEG","Cheung BL, Riedner B, Tononi G, Van Veen BD.","Annu Int Conf IEEE Eng Med Biol Soc. 2009;2009:61-4. doi: 10.1109/IEMBS.2009.5335049.","Cheung BL","Annu Int Conf IEEE Eng Med Biol Soc","2009","2009/12/08","","","10.1109/IEMBS.2009.5335049"
"19964604","Simultaneous recording of brain activity and functional connectivity in the mouse brain","Lee M, Shin HS, Choi JH.","Annu Int Conf IEEE Eng Med Biol Soc. 2009;2009:2934-6. doi: 10.1109/IEMBS.2009.5333988.","Lee M","Annu Int Conf IEEE Eng Med Biol Soc","2009","2009/12/08","","","10.1109/IEMBS.2009.5333988"
"19812314","Synchronous with your feelings: sensorimotor {gamma} band and empathy for pain","Betti V, Zappasodi F, Rossini PM, Aglioti SM, Tecchio F.","J Neurosci. 2009 Oct 7;29(40):12384-92. doi: 10.1523/JNEUROSCI.2759-09.2009.","Betti V","J Neurosci","2009","2009/10/09","PMC6665091","","10.1523/JNEUROSCI.2759-09.2009"
"19733672","Neural correlates of social cognition in naturalistic settings: a model-free analysis approach","Wolf I, Dziobek I, Heekeren HR.","Neuroimage. 2010 Jan 1;49(1):894-904. doi: 10.1016/j.neuroimage.2009.08.060. Epub 2009 Sep 4.","Wolf I","Neuroimage","2010","2009/09/08","","","10.1016/j.neuroimage.2009.08.060"
"19584910","The track of brain activity during the observation of TV commercials with the high-resolution EEG technology","Astolfi L, Vecchiato G, De Vico Fallani F, Salinari S, Cincotti F, Aloise F, Mattia D, Marciani MG, Bianchi L, Soranzo R, Babiloni F.","Comput Intell Neurosci. 2009;2009:652078. doi: 10.1155/2009/652078. Epub 2009 Jun 22.","Astolfi L","Comput Intell Neurosci","2009","2009/07/09","PMC2699882","","10.1155/2009/652078"
"19453908","The p300 event-related potential technique for libido assessment in women with hypoactive sexual desire disorder","Vardi Y, Sprecher E, Gruenwald I, Yarnitsky D, Gartman I, Granovsky Y.","J Sex Med. 2009 Jun;6(6):1688-1695. doi: 10.1111/j.1743-6109.2009.01280.x. Epub 2009 Apr 23.","Vardi Y","J Sex Med","2009","2009/05/21","","","10.1111/j.1743-6109.2009.01280.x"
"19428969","Theta oscillation during auditory change detection: An MEG study","Hsiao FJ, Wu ZA, Ho LT, Lin YY.","Biol Psychol. 2009 Apr;81(1):58-66. doi: 10.1016/j.biopsycho.2009.01.007. Epub 2009 Feb 7.","Hsiao FJ","Biol Psychol","2009","2009/05/12","","","10.1016/j.biopsycho.2009.01.007"
"19420007","Function-based intersubject alignment of human cortical anatomy","Sabuncu MR, Singer BD, Conroy B, Bryan RE, Ramadge PJ, Haxby JV.","Cereb Cortex. 2010 Jan;20(1):130-40. doi: 10.1093/cercor/bhp085.","Sabuncu MR","Cereb Cortex","2010","2009/05/08","PMC2792192","","10.1093/cercor/bhp085"
"19340121","Three-dimensional noninvasive imaging of the vasculature in the mouse brain using a high resolution photoacoustic scanner","Laufer J, Zhang E, Raivich G, Beard P.","Appl Opt. 2009 Apr 1;48(10):D299-306. doi: 10.1364/ao.48.00d299.","Laufer J","Appl Opt","2009","2009/04/03","","","10.1364/ao.48.00d299"
"19034666","Real-time finite element monitoring of sub-dermal tissue stresses in individuals with spinal cord injury: toward prevention of pressure ulcers","Linder-Ganz E, Yarnitzky G, Yizhar Z, Siev-Ner I, Gefen A.","Ann Biomed Eng. 2009 Feb;37(2):387-400. doi: 10.1007/s10439-008-9607-8. Epub 2008 Nov 25.","Linder-Ganz E","Ann Biomed Eng","2009","2008/11/27","","","10.1007/s10439-008-9607-8"
"18823149","Determining the internal quantum efficiency of PbSe nanocrystal solar cells with the aid of an optical model","Law M, Beard MC, Choi S, Luther JM, Hanna MC, Nozik AJ.","Nano Lett. 2008 Nov;8(11):3904-10. doi: 10.1021/nl802353x. Epub 2008 Sep 30.","Law M","Nano Lett","2008","2008/10/01","","","10.1021/nl802353x"
"18552186","Magnetic resonance imaging of structure, diffusivity, and copper immobilization in a phototrophic biofilm","Phoenix VR, Holmes WM.","Appl Environ Microbiol. 2008 Aug;74(15):4934-43. doi: 10.1128/AEM.02783-07. Epub 2008 Jun 13.","Phoenix VR","Appl Environ Microbiol","2008","2008/06/17","PMC2519349","","10.1128/AEM.02783-07"
"18291679","Seeing the pain of others while being in pain: a laser-evoked potentials study","Valeriani M, Betti V, Le Pera D, De Armas L, Miliucci R, Restuccia D, Avenanti A, Aglioti SM.","Neuroimage. 2008 Apr 15;40(3):1419-28. doi: 10.1016/j.neuroimage.2007.12.056. Epub 2008 Jan 11.","Valeriani M","Neuroimage","2008","2008/02/23","","","10.1016/j.neuroimage.2007.12.056"
"18255037","Enhanced intersubject correlations during movie viewing correlate with successful episodic encoding","Hasson U, Furman O, Clark D, Dudai Y, Davachi L.","Neuron. 2008 Feb 7;57(3):452-62. doi: 10.1016/j.neuron.2007.12.009.","Hasson U","Neuron","2008","2008/02/08","PMC2789242","NIHMS157847","10.1016/j.neuron.2007.12.009"
"18068737","Simultaneous recording of EEG and facial muscle reactions during spontaneous emotional mimicry","Achaibou A, Pourtois G, Schwartz S, Vuilleumier P.","Neuropsychologia. 2008 Mar 7;46(4):1104-13. doi: 10.1016/j.neuropsychologia.2007.10.019. Epub 2007 Nov 4.","Achaibou A","Neuropsychologia","2008","2007/12/11","","","10.1016/j.neuropsychologia.2007.10.019"
"18038230","Percutaneous radiofrequency ablation: relationship between different probe types and procedure time on length and extent of osteonecrosis in dog long bones","Martel J, Bueno A, Domínguez MP, Llorens P, Quirós J, Delgado C.","Skeletal Radiol. 2008 Feb;37(2):147-52. doi: 10.1007/s00256-007-0416-1. Epub 2007 Nov 23.","Martel J","Skeletal Radiol","2008","2007/11/27","","","10.1007/s00256-007-0416-1"
"17946615","Visualization of the short term maximum Lyapunov exponent topography in the epileptic brain","Mammone N, Morabito FC, Principe JC.","Conf Proc IEEE Eng Med Biol Soc. 2006;2006:4257-60. doi: 10.1109/IEMBS.2006.259431.","Mammone N","Conf Proc IEEE Eng Med Biol Soc","2006","2007/10/20","","","10.1109/IEMBS.2006.259431"
"17664608","Experimental verification of magnetic field dose effects for the MRI-accelerator","Raaijmakers AJ, Raaymakers BW, Lagendijk JJ.","Phys Med Biol. 2007 Jul 21;52(14):4283-91. doi: 10.1088/0031-9155/52/14/017. Epub 2007 Jun 20.","Raaijmakers AJ","Phys Med Biol","2007","2007/08/01","","","10.1088/0031-9155/52/14/017"
"17360679","Impact of spatiotemporally correlated images on the structure of memory","Bernacchia A, Amit DJ.","Proc Natl Acad Sci U S A. 2007 Feb 27;104(9):3544-9. doi: 10.1073/pnas.0611395104. Epub 2007 Feb 21.","Bernacchia A","Proc Natl Acad Sci U S A","2007","2007/03/16","PMC1805598","","10.1073/pnas.0611395104"
"16800895","Prospective screening study of 0.5 Tesla dedicated magnetic resonance imaging for the detection of breast cancer in young, high-risk women","Rubinstein WS, Latimer JJ, Sumkin JH, Huerbin M, Grant SG, Vogel VG.","BMC Womens Health. 2006 Jun 26;6:10. doi: 10.1186/1472-6874-6-10.","Rubinstein WS","BMC Womens Health","2006","2006/06/28","PMC1553433","","10.1186/1472-6874-6-10"
"16194330","[Clinical research of correlation between osteonecrosis and steroid]","Li ZR, Sun W, Qu H, Zhou YX, Dou BX, Shi ZC, Zhang NF, Cheng XG, Wang DL, Guo WS.","Zhonghua Wai Ke Za Zhi. 2005 Aug 15;43(16):1048-53.","Li ZR","Zhonghua Wai Ke Za Zhi","2005","2005/10/01","","",""
"16022981","Magnetic resonance imaging in the evaluation of periprosthetic acetabular osteolysis: a cadaveric study","Weiland DE, Walde TA, Leung SB, Sychterz CJ, Ho S, Engh CA, Potter HG.","J Orthop Res. 2005 Jul;23(4):713-9. doi: 10.1016/j.orthres.2005.02.007. Epub 2005 Apr 12.","Weiland DE","J Orthop Res","2005","2005/07/19","","","10.1016/j.orthres.2005.02.007"
"15935262","Influences of disgust sensitivity on hemodynamic responses towards a disgust-inducing film clip","Stark R, Schienle A, Sarlo M, Palomba D, Walter B, Vaitl D.","Int J Psychophysiol. 2005 Jul;57(1):61-7. doi: 10.1016/j.ijpsycho.2005.01.010. Epub 2005 Apr 25.","Stark R","Int J Psychophysiol","2005","2005/06/07","","","10.1016/j.ijpsycho.2005.01.010"
"15798329","Integrating a MRI scanner with a 6 MV radiotherapy accelerator: dose increase at tissue-air interfaces in a lateral magnetic field due to returning electrons","Raaijmakers AJ, Raaymakers BW, Lagendijk JJ.","Phys Med Biol. 2005 Apr 7;50(7):1363-76. doi: 10.1088/0031-9155/50/7/002. Epub 2005 Mar 16.","Raaijmakers AJ","Phys Med Biol","2005","2005/03/31","","","10.1088/0031-9155/50/7/002"
"15798319","Dose verification of single shot gamma knife applications using VIPAR polymer gel and MRI","Karaiskos P, Petrokokkinos L, Tatsis E, Angelopoulos A, Baras P, Kozicki M, Papagiannis P, Rosiak JM, Sakelliou L, Sandilos P, Vlachos L.","Phys Med Biol. 2005 Mar 21;50(6):1235-50. doi: 10.1088/0031-9155/50/6/013. Epub 2005 Mar 2.","Karaiskos P","Phys Med Biol","2005","2005/03/31","","","10.1088/0031-9155/50/6/013"
"15536904","Performance of large-size superconducting coil in 0.21T MRI system","Lee KH, Cheng MC, Chan KC, Wong KK, Yeung SS, Lee KC, Ma QY, Yang ES.","IEEE Trans Biomed Eng. 2004 Nov;51(11):2024-30. doi: 10.1109/TBME.2004.831539.","Lee KH","IEEE Trans Biomed Eng","2004","2004/11/13","","","10.1109/TBME.2004.831539"
"15455921","Development of Dynamic Spatial Video Camera (DSVC) for 4D observation, analysis and modeling of human body locomotion","Suzuki N, Hattori A, Hayashibe M, Suzuki S, Otake Y.","Stud Health Technol Inform. 2003;94:346-8.","Suzuki N","Stud Health Technol Inform","2003","2004/10/01","","",""
"15369710","Tridimensional animated brain mapping from conventional paper-ink EEG recordings","González I, Eblen-Zajjur A.","Comput Biol Med. 2004 Oct;34(7):591-600. doi: 10.1016/j.compbiomed.2003.06.002.","González I","Comput Biol Med","2004","2004/09/17","","","10.1016/j.compbiomed.2003.06.002"
"15306276","Sputter-depth profiling for thin-film analysis","Hofmann S.","Philos Trans A Math Phys Eng Sci. 2004 Jan 15;362(1814):55-75. doi: 10.1098/rsta.2003.1304.","Hofmann S","Philos Trans A Math Phys Eng Sci","2004","2004/08/13","","","10.1098/rsta.2003.1304"
"15016991","Intersubject synchronization of cortical activity during natural vision","Hasson U, Nir Y, Levy I, Fuhrmann G, Malach R.","Science. 2004 Mar 12;303(5664):1634-40. doi: 10.1126/science.1089506.","Hasson U","Science","2004","2004/03/16","","","10.1126/science.1089506"
"14684196","Quantification of patellofemoral joint contact area using magnetic resonance imaging","Heino Brechter J, Powers CM, Terk MR, Ward SR, Lee TQ.","Magn Reson Imaging. 2003 Nov;21(9):955-9. doi: 10.1016/s0730-725x(03)00198-x.","Heino Brechter J","Magn Reson Imaging","2003","2003/12/20","","","10.1016/s0730-725x(03)00198-x"
"14588328","Low-intensity pulsed ultrasound improves spinal fusion","Cook SD, Salkeld SL, Mse, Patron LP, Ryaby JP, Whitecloud TS.","Spine J. 2001 Jul-Aug;1(4):246-54. doi: 10.1016/s1529-9430(01)00086-9.","Cook SD","Spine J","2001","2003/11/01","","","10.1016/s1529-9430(01)00086-9"
"14568447","Functional neuroanatomy of auditory mismatch processing: an event-related fMRI study of duration-deviant oddballs","Schall U, Johnston P, Todd J, Ward PB, Michie PT.","Neuroimage. 2003 Oct;20(2):729-36. doi: 10.1016/S1053-8119(03)00398-7.","Schall U","Neuroimage","2003","2003/10/22","","","10.1016/S1053-8119(03)00398-7"
"12892332","Myocardial kinematics from tagged MRI based on a 4-D B-spline model","Tustison NJ, Dávila-Román VG, Amini AA.","IEEE Trans Biomed Eng. 2003 Aug;50(8):1038-40. doi: 10.1109/TBME.2003.814530.","Tustison NJ","IEEE Trans Biomed Eng","2003","2003/08/02","","","10.1109/TBME.2003.814530"
"12844472","Efficacy of dimethylaminoethanol (DMAE) containing vitamin-mineral drug combination on EEG patterns in the presence of different emotional states","Dimpfel W, Wedekind W, Keplinger I.","Eur J Med Res. 2003 May 30;8(5):183-91.","Dimpfel W","Eur J Med Res","2003","2003/07/08","","",""
"12571451","Direct comparison of local cerebral blood flow rates measured by MRI arterial spin-tagging and quantitative autoradiography in a rat model of experimental cerebral ischemia","Ewing JR, Wei L, Knight RA, Pawa S, Nagaraja TN, Brusca T, Divine GW, Fenstermacher JD.","J Cereb Blood Flow Metab. 2003 Feb;23(2):198-209. doi: 10.1097/01.WCB.0000046147.31247.E8.","Ewing JR","J Cereb Blood Flow Metab","2003","2003/02/07","","","10.1097/01.WCB.0000046147.31247.E8"
"12141218","Art or science? Understanding medicine and the common law","Harrington JA.","Health Law J. 2001;9:129-48.","Harrington JA","Health Law J","2001","2002/07/27","","",""
"12028617","Healing course of primate ulna segmental defects treated with osteogenic protein-1","Cook SD, Salkeld SL, Patron LP, Sargent MC, Rueger DC.","J Invest Surg. 2002 Mar-Apr;15(2):69-79. doi: 10.1080/08941930290085822.","Cook SD","J Invest Surg","2002","2002/05/25","","","10.1080/08941930290085822"
"11863201","Neural activity associated with distinguishing concurrent auditory objects","Alain C, Schuler BM, McDonald KL.","J Acoust Soc Am. 2002 Feb;111(2):990-5. doi: 10.1121/1.1434942.","Alain C","J Acoust Soc Am","2002","2002/02/28","","","10.1121/1.1434942"
"11415793","Mechanism of whiplash injury","Panjabi MM, Cholewicki J, Nibu K, Grauer JN, Babat LB, Dvorak J.","Clin Biomech (Bristol, Avon). 1998 Jun;13(4-5):239-249. doi: 10.1016/s0268-0033(98)00033-3.","Panjabi MM","Clin Biomech (Bristol, Avon)","1998","2001/06/21","","","10.1016/s0268-0033(98)00033-3"
"10939504","Plain film, CT and MRI sensibility in the evaluation of intraorbital foreign bodies in an in vitro model of the orbit and in pig eyes","Lagalla R, Manfrè L, Caronia A, Bencivinni F, Duranti C, Ponte F.","Eur Radiol. 2000;10(8):1338-41. doi: 10.1007/s003309900306.","Lagalla R","Eur Radiol","2000","2000/08/12","","","10.1007/s003309900306"
"9826091","Morphological findings in the brain after experimental gunshots using radiology, pathology and histology","Karger B, Puskas Z, Ruwald B, Teige K, Schuirer G.","Int J Legal Med. 1998;111(6):314-9. doi: 10.1007/s004140050178.","Karger B","Int J Legal Med","1998","1998/11/24","","","10.1007/s004140050178"
"9700014","Non-linear dynamical coupling between different brain areas during evoked emotions: an EEG investigation","Aftanas LI, Lotova NV, Koshkarov VI, Popov SA.","Biol Psychol. 1998 Jun;48(2):121-38. doi: 10.1016/s0301-0511(98)00015-5.","Aftanas LI","Biol Psychol","1998","1998/08/12","","","10.1016/s0301-0511(98)00015-5"
"15858714","Surgical imaging systems","Vannier MW, Marsh JL, Wang G, Christensen GE, Kane AA.","Surg Technol Int. 1996;5:35-42.","Vannier MW","Surg Technol Int","1996","1996/01/01","","",""
"8542329","Correlating angiograms with CT/MRI scans for radiosurgery","Popescu GF, Rodgers JE, Cumberlin RL, von Hanwehr R.","Minim Invasive Neurosurg. 1995 Sep;38(3):105-11. doi: 10.1055/s-2008-1053467.","Popescu GF","Minim Invasive Neurosurg","1995","1995/09/01","","","10.1055/s-2008-1053467"
"8846037","Principles of multimodal imaging","Staemmler M, Brill R, Meyer JU, Gersonde K.","Endosc Surg Allied Technol. 1995 Aug;3(4):199-203.","Staemmler M","Endosc Surg Allied Technol","1995","1995/08/01","","",""
"8557515","Detectability of early brain meningitis with magnetic resonance imaging","Runge VM, Wells JW, Williams NM, Lee C, Timoney JF, Young AB.","Invest Radiol. 1995 Aug;30(8):484-95. doi: 10.1097/00004424-199508000-00006.","Runge VM","Invest Radiol","1995","1995/08/01","","","10.1097/00004424-199508000-00006"
"8080387","A quantitative magnetic resonance imaging study of changes in brain morphology from infancy to late adulthood","Pfefferbaum A, Mathalon DH, Sullivan EV, Rawles JM, Zipursky RB, Lim KO.","Arch Neurol. 1994 Sep;51(9):874-87. doi: 10.1001/archneur.1994.00540210046012.","Pfefferbaum A","Arch Neurol","1994","1994/09/01","","","10.1001/archneur.1994.00540210046012"
"7984072","Thin film high temperature superconducting RF coils for low field MRI","van Heteren JG, James TW, Bourne LC.","Magn Reson Med. 1994 Sep;32(3):396-400. doi: 10.1002/mrm.1910320315.","van Heteren JG","Magn Reson Med","1994","1994/09/01","","","10.1002/mrm.1910320315"
"8295126","MRI evaluation of Orthosorb pin insertion for surgical treatment of hallux abducto valgus","Bashara ME, Brunetti VA.","J Am Podiatr Med Assoc. 1994 Jan;84(1):14-8. doi: 10.7547/87507315-84-1-14.","Bashara ME","J Am Podiatr Med Assoc","1994","1994/01/01","","","10.7547/87507315-84-1-14"
"8455493","Experimental and theoretical x-ray imaging performance comparison of iodine and lanthanide contrast agents","Cardinal HN, Holdsworth DW, Drangova M, Hobbs BB, Fenster A.","Med Phys. 1993 Jan-Feb;20(1):15-31. doi: 10.1118/1.597134.","Cardinal HN","Med Phys","1993","1993/01/01","","","10.1118/1.597134"
"1399441","Phantom evaluation of imaging modalities for silicone breast implants","Steinbach BG, Hiskes SK 2nd, Fitzsimmons JR, Lanier L.","Invest Radiol. 1992 Oct;27(10):841-6. doi: 10.1097/00004424-199210000-00015.","Steinbach BG","Invest Radiol","1992","1992/10/01","","","10.1097/00004424-199210000-00015"
"1408680","[A study of irradiated spines in radiotherapy--using 99mTc-HMDP bone scintigraphy & MR imaging]","Yoshida D, Sawada A, Kamiike O, Ogawa Y, Maeda T, Yoshida S.","Nihon Igaku Hoshasen Gakkai Zasshi. 1992 Aug 25;52(8):1099-109.","Yoshida D","Nihon Igaku Hoshasen Gakkai Zasshi","1992","1992/08/25","","",""
"1591101","[MR imaging of the spinal cord--with special emphasis on the factors influencing spinal cord measurement]","Miyasaka K.","No To Shinkei. 1992 Mar;44(3):241-7.","Miyasaka K","No To Shinkei","1992","1992/03/01","","",""
"1729289","MRI and MRA in treatment planning of subdiaphragmatic radiation therapy","Müller-Schimpfle M, Layer G, Köster A, Brix G, Kimmig B, Kauczor HU, Wannenmacher M, Semmler W, van Kaick G.","J Comput Assist Tomogr. 1992 Jan-Feb;16(1):110-9. doi: 10.1097/00004728-199201000-00021.","Müller-Schimpfle M","J Comput Assist Tomogr","1992","1992/01/01","","","10.1097/00004728-199201000-00021"
"1515510","Rate coherence and event coherence in the visual cortex: a neuronal model of object recognition","Neven H, Aertsen A.","Biol Cybern. 1992;67(4):309-22. doi: 10.1007/BF02414887.","Neven H","Biol Cybern","1992","1992/01/01","","","10.1007/BF02414887"
