PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"8046279","A comparison of radiographic signs of degeneration to corresponding MRI signal intensities in the lumbar spine","Marchiori DM, McLean I, Firth R, Tatum R.","J Manipulative Physiol Ther. 1994 May;17(4):238-45.","Marchiori DM","J Manipulative Physiol Ther","1994","1994/05/01","","",""
"8039310","Trochanteric bursitis. A case report of plain film, scintigraphic, and MRI correlation","Caruso FA, Toney MA.","Clin Nucl Med. 1994 May;19(5):393-5.","Caruso FA","Clin Nucl Med","1994","1994/05/01","","",""
"7835502","Advanced imaging in evaluation of a central mandibular haemangioma","van Rensburg LJ, Nortjé CJ, Wood RE.","Dentomaxillofac Radiol. 1994 May;23(2):111-6. doi: 10.1259/dmfr.23.2.7835502.","van Rensburg LJ","Dentomaxillofac Radiol","1994","1994/05/01","","","10.1259/dmfr.23.2.7835502"
"10135414","Universal scale goniometer for plain film, CT, MRI, and ultrasound measurement","Hunter T, Duffield C, Short W.","Adm Radiol. 1994 May;13(5):29.","Hunter T","Adm Radiol","1994","1994/04/08","","",""
"8026133","[A case of transverse myelopathy caused by pyogenic vertebral osteomyelitis having extended from a pedal ulcer]","Yazaki M, Tokuda T, Matsuda M, Shindo M, Yanagisawa N.","Rinsho Shinkeigaku. 1994 Apr;34(4):371-6.","Yazaki M","Rinsho Shinkeigaku","1994","1994/04/01","","",""
"8189644","[A case report of rounded atelectasis on MRI]","Nomura M, Nakatsumi Y, Fujimura M, Matsuda T, Konishi H, Kitagawa M.","Nihon Kyobu Shikkan Gakkai Zasshi. 1994 Mar;32(3):239-43.","Nomura M","Nihon Kyobu Shikkan Gakkai Zasshi","1994","1994/03/01","","",""
"8146367","[Secondary solid neoplasms in young patients treated for lymphoproliferative diseases: computed tomography findings]","La Fianza A, Dore R, Torretta L, Aricò M, Campani R.","Radiol Med. 1994 Mar;87(3):289-94.","La Fianza A","Radiol Med","1994","1994/03/01","","",""
"8033466","Negative bone scintigraphy with diffuse osteoblastic breast carcinoma metastases","Brown B, Laorr A, Greenspan A, Stadalnik R.","Clin Nucl Med. 1994 Mar;19(3):194-6. doi: 10.1097/00003072-199403000-00005.","Brown B","Clin Nucl Med","1994","1994/03/01","","","10.1097/00003072-199403000-00005"
"8301912","[A case of intrathoracic meningocele associated with neurofibromatosis]","Sakamoto T, Tsubota N, Yoshimura M, Kubota M, Murotani A.","Kyobu Geka. 1994 Feb;47(2):168-71.","Sakamoto T","Kyobu Geka","1994","1994/02/01","","",""
"8301908","[A case of foreign body granuloma]","Urabe N, Fujisawa T.","Kyobu Geka. 1994 Feb;47(2):153-5.","Urabe N","Kyobu Geka","1994","1994/02/01","","",""
"8151550","[Magnetic resonance imaging in the diagnosis of myositis ossificans circumscripta]","Bouchardy L, Garcia J.","J Radiol. 1994 Feb;75(2):101-10.","Bouchardy L","J Radiol","1994","1994/02/01","","",""
"8126994","[Recent advances in imaging in diagnosis and treatment of tuberculosis]","Nagao K, Suzuki A, Yuguchi Y, Yamagishi F, Shimura A, Kuriyama T.","Kekkaku. 1994 Feb;69(2):91-6.","Nagao K","Kekkaku","1994","1994/02/01","","",""
"8308375","[Aneurysm of the diverticulum of the ductus arteriosus]","Hattori T, Hirata K, Shimizu S.","Nihon Kyobu Geka Gakkai Zasshi. 1994 Jan;42(1):150-5.","Hattori T","Nihon Kyobu Geka Gakkai Zasshi","1994","1994/01/01","","",""
"8295126","MRI evaluation of Orthosorb pin insertion for surgical treatment of hallux abducto valgus","Bashara ME, Brunetti VA.","J Am Podiatr Med Assoc. 1994 Jan;84(1):14-8. doi: 10.7547/87507315-84-1-14.","Bashara ME","J Am Podiatr Med Assoc","1994","1994/01/01","","","10.7547/87507315-84-1-14"
"8151086","Magnetic resonance imaging of postmortem infant brains","Lamont P, Sachinwalla T, Pamphlett R.","J Child Neurol. 1994 Jan;9(1):59-62. doi: 10.1177/088307389400900115.","Lamont P","J Child Neurol","1994","1994/01/01","","","10.1177/088307389400900115"
"8078720","Pediatric hepatic mesenchymal hamartoma demonstrated on plain film, ultrasound and MRI, and correlated with pathology","Wholey MH, Wojno KJ.","Pediatr Radiol. 1994;24(2):143-4. doi: 10.1007/BF02020176.","Wholey MH","Pediatr Radiol","1994","1994/01/01","","","10.1007/BF02020176"
"7916176","Transmission of molecular information through electro-magnetic waves with different frequencies and its application to non-invasive diagnosis of patients as well as detection from patient's X-ray film of visible and not visible medical information: Part I","Omura Y.","Acupunct Electrother Res. 1994 Jan-Mar;19(1):39-63. doi: 10.3727/036012994816357394.","Omura Y","Acupunct Electrother Res","1994","1994/01/01","","","10.3727/036012994816357394"
"7854093","[Hypopituitarism caused by colonic carcinoma metastasis associated with hypophysial aspergillosis]","Stalldecker G, Molina HA, Antelo N, Arakaki T, Sica RE, Basso A.","Medicina (B Aires). 1994;54(3):248-52.","Stalldecker G","Medicina (B Aires)","1994","1994/01/01","","",""
"7824360","Gorham's disease or vanishing bone disease: plain film, CT, and MRI findings of two cases","Dominguez R, Washowich TL.","Pediatr Radiol. 1994;24(5):316-8. doi: 10.1007/BF02012113.","Dominguez R","Pediatr Radiol","1994","1994/01/01","","","10.1007/BF02012113"
"8249801","Diagnostic considerations in patients with suspected coronary artery anomalies","Chu E, Cheitlin MD.","Am Heart J. 1993 Dec;126(6):1427-38. doi: 10.1016/0002-8703(93)90543-i.","Chu E","Am Heart J","1993","1993/12/01","","","10.1016/0002-8703(93)90543-i"
"8297669","[Sudden exacerbation in atypical syringomyelia with a unilateral superficial sensory disorders as the principal manifestation]","Shiojiri T, Tsuchiya K, Watahiki S.","No To Shinkei. 1993 Nov;45(11):1075-8.","Shiojiri T","No To Shinkei","1993","1993/11/01","","",""
"8291009","Magnetic resonance imaging of bone destruction in rheumatoid arthritis: comparison with radiography","Poleksic L, Zdravkovic D, Jablanovic D, Watt I, Bacic G.","Skeletal Radiol. 1993 Nov;22(8):577-80. doi: 10.1007/BF00197138.","Poleksic L","Skeletal Radiol","1993","1993/11/01","","","10.1007/BF00197138"
"8287360","Intracranial extension of basal cell carcinoma of the scalp","Long SD, Kuhn MJ, Wynstra JH.","Comput Med Imaging Graph. 1993 Nov-Dec;17(6):469-71. doi: 10.1016/0895-6111(93)90065-u.","Long SD","Comput Med Imaging Graph","1993","1993/11/01","","","10.1016/0895-6111(93)90065-u"
"8408250","Diagnosis and clinical findings of Kienböck's disease","Szabo RM, Greenspan A.","Hand Clin. 1993 Aug;9(3):399-408.","Szabo RM","Hand Clin","1993","1993/08/01","","",""
"8409789","Nonoperative management of lumbar spinal stenosis","DuPriest CM.","J Manipulative Physiol Ther. 1993 Jul-Aug;16(6):411-4.","DuPriest CM","J Manipulative Physiol Ther","1993","1993/07/01","","",""
"8366631","[A case of congenital absence of the right pulmonary artery]","Tabeta H, Moriya T.","Nihon Kyobu Shikkan Gakkai Zasshi. 1993 Jul;31(7):896-902.","Tabeta H","Nihon Kyobu Shikkan Gakkai Zasshi","1993","1993/07/01","","",""
"8504340","MRI diagnosis of a ruptured breast implant presenting as an infraclavicular mass","Bilbey JH, Connell DG.","Can Assoc Radiol J. 1993 Jun;44(3):224-6.","Bilbey JH","Can Assoc Radiol J","1993","1993/06/01","","",""
"8369507","Imaging and lung disease: uses and interpretation","Legmann P.","Tuber Lung Dis. 1993 Jun;74(3):147-58. doi: 10.1016/0962-8479(93)90003-G.","Legmann P","Tuber Lung Dis","1993","1993/06/01","","","10.1016/0962-8479(93)90003-G"
"8320815","[Location of PERIFIX SOFT epidural catheter investigated by X-ray]","Gotou M, Yokoyama K.","Masui. 1993 Jun;42(6):922-5.","Gotou M","Masui","1993","1993/06/01","","",""
"8320074","Cardiac radiology. A survey of its current status","White RD, Boxt LM, Wexler L.","Invest Radiol. 1993 Jun;28(6):545-9. doi: 10.1097/00004424-199306000-00016.","White RD","Invest Radiol","1993","1993/06/01","","","10.1097/00004424-199306000-00016"
"8314521","Prolonged monitoring of the upper gastrointestinal tract using echo planar magnetic resonance imaging","Evans DF, Lamont G, Stehling MK, Blamire AM, Gibbs P, Coxon R, Hardcastle JD, Mansfield P.","Gut. 1993 Jun;34(6):848-52. doi: 10.1136/gut.34.6.848.","Evans DF","Gut","1993","1993/06/01","PMC1374274","","10.1136/gut.34.6.848"
"8509471","A practical guide to diagnostic imaging of the upper extremity","Aaron JO.","Hand Clin. 1993 May;9(2):347-58.","Aaron JO","Hand Clin","1993","1993/05/01","","",""
"8508586","Minimal plain film findings of a femoral neck osteoid osteoma diagnosed by radionuclide bone scintigraphy and MRI","Gagliardi JA, Eline MJ.","Clin Nucl Med. 1993 May;18(5):446-7. doi: 10.1097/00003072-199305000-00020.","Gagliardi JA","Clin Nucl Med","1993","1993/05/01","","","10.1097/00003072-199305000-00020"
"8336414","[Usefulness of 99mTc-MDP scintigraphy for normal roentgen variants of bone]","Yamagishi Y, Komata K, Yamamoto H, Takahashi M, Hikita F, Sato M, Watanabe H.","Kaku Igaku. 1993 May;30(5):549-56.","Yamagishi Y","Kaku Igaku","1993","1993/05/01","","",""
"8515172","[A case report of mediastinal teratoma complicated with cardiac tamponade]","Tsukamoto S, Omori K, Kitamura K, Ohata M, Sezai Y, Nemoto N.","Nihon Kyobu Geka Gakkai Zasshi. 1993 Apr;41(4):688-93.","Tsukamoto S","Nihon Kyobu Geka Gakkai Zasshi","1993","1993/04/01","","",""
"8493728","[Destabilization of the discus articularis with rupture of the ulnar styloid apex in distal radius fracture. Diagnosis with dynamic MR]","Gabl M, Lener M, Pechlaner S, Kathrein A, Judmaier W.","Unfallchirurgie. 1993 Apr;19(2):108-11. doi: 10.1007/BF02588089.","Gabl M","Unfallchirurgie","1993","1993/04/01","","","10.1007/BF02588089"
"8465225","Cryptococcal pneumonia occurring as an infiltrative mass simulating carcinoma in an immunocompetent host: plain film, CT, and MRI findings","Flickinger FW, Sathyanarayana, White JE, Stincer EJ, Fincher RM.","South Med J. 1993 Apr;86(4):450-2. doi: 10.1097/00007611-199304000-00016.","Flickinger FW","South Med J","1993","1993/04/01","","","10.1097/00007611-199304000-00016"
"8459755","Facial neuroma of the cerebellopontine angle and the internal auditory canal","Fagan PA, Misra SN, Doust B.","Laryngoscope. 1993 Apr;103(4 Pt 1):442-6. doi: 10.1002/lary.5541030414.","Fagan PA","Laryngoscope","1993","1993/04/01","","","10.1002/lary.5541030414"
"8483511","[Value of neuroradiologic procedures in preoperative assessment of cervical myelopathy]","Pedrosa P, Frydrych A, Knauth M.","Neurochirurgia (Stuttg). 1993 Mar;36(2):56-62. doi: 10.1055/s-2008-1053796.","Pedrosa P","Neurochirurgia (Stuttg)","1993","1993/03/01","","","10.1055/s-2008-1053796"
"8441026","Improved evaluation of technetium-99m-red blood cell SPECT in hemangioma of the liver","Krause T, Hauenstein K, Studier-Fischer B, Schuemichen C, Moser E.","J Nucl Med. 1993 Mar;34(3):375-80.","Krause T","J Nucl Med","1993","1993/03/01","","",""
"8493583","[Study of synovial lesions by MRI using gadolinium-DTPA (Gd-DTPA) in patient with early phase of rheumatoid arthritis]","Takano K.","Ryumachi. 1993 Feb;33(1):3-11.","Takano K","Ryumachi","1993","1993/02/01","","",""
"8444570","Multiplanar reconstruction in magnetic resonance evaluation of the knee. Comparison with film magnetic resonance interpretation","Gay SB, Chen NC, Burch JJ, Gleason TR, Sagman AM.","Invest Radiol. 1993 Feb;28(2):142-5. doi: 10.1097/00004424-199302000-00011.","Gay SB","Invest Radiol","1993","1993/02/01","","","10.1097/00004424-199302000-00011"
"8319389","[A case of hereditary motor and sensory neuropathy with vocal cords palsy and diaphragmatic weakness]","Fukuda H, Kitani M, Imaoka K.","Rinsho Shinkeigaku. 1993 Feb;33(2):175-81.","Fukuda H","Rinsho Shinkeigaku","1993","1993/02/01","","",""
"8516452","Desmoplastic fibroma of bone","Hayasaka K, Mineta M, Saitoh Y, Amoh K, Muraoka S, Miyatake Y.","Radiat Med. 1993 Jan-Feb;11(1):27-30.","Hayasaka K","Radiat Med","1993","1993/01/01","","",""
"8455493","Experimental and theoretical x-ray imaging performance comparison of iodine and lanthanide contrast agents","Cardinal HN, Holdsworth DW, Drangova M, Hobbs BB, Fenster A.","Med Phys. 1993 Jan-Feb;20(1):15-31. doi: 10.1118/1.597134.","Cardinal HN","Med Phys","1993","1993/01/01","","","10.1118/1.597134"
"8372364","Quiz: case report 776. Chondromyxoid fibroma of femur","Adams MJ, Spencer GM, Totterman S, Hicks DG.","Skeletal Radiol. 1993;22(5):358-61. doi: 10.1007/BF00198396.","Adams MJ","Skeletal Radiol","1993","1993/01/01","","","10.1007/BF00198396"
"8237164","[Tuberculum sellae meningioma and hypophyseal adenoma in a woman]","Laun A, Lenzen J, Hildebrandt G, Schachenmayr W.","Zentralbl Neurochir. 1993;54(3):119-24.","Laun A","Zentralbl Neurochir","1993","1993/01/01","","",""
"8076445","Vertebral bone metastasis of small cell carcinoma of lung in a diabetic patient, initially diagnosed as pyogenic vertebral osteomyelitis","Nagasaka A, Miyamoto T, Yoshizaki H, Suetsugu S, Oda N, Mokuno T, Sawai Y, Nishida Y, Kotake M, Masunaga R, et al.","Diabetes Res. 1993;22(3):135-44.","Nagasaka A","Diabetes Res","1993","1993/01/01","","",""
"1492150","[Imaging techniques in the preoperative diagnosis of soft tissue tumors. A comparison of MRT, CT, sonography, angiography and conventional x-rays]","Roeren T, Gindele A, Grosspietsch C, Dueck M, Kauffmann GW.","Radiologe. 1992 Dec;32(12):591-6.","Roeren T","Radiologe","1992","1992/12/01","","",""
"1487637","[A case of chondrosarcoma originating from the left third rib]","Iwabuchi S, Maida K, Kikuchi S, Ono Y, Tanaka S.","Nihon Kyobu Geka Gakkai Zasshi. 1992 Nov;40(11):2048-51.","Iwabuchi S","Nihon Kyobu Geka Gakkai Zasshi","1992","1992/11/01","","",""
"1484441","[A case of central nervous system sarcoidosis, presenting with psychomotor seizure]","Maeda J, Moriwaki Y, Tamura S, Hada T, Higashino K.","Nihon Kyobu Shikkan Gakkai Zasshi. 1992 Nov;30(11):2002-6.","Maeda J","Nihon Kyobu Shikkan Gakkai Zasshi","1992","1992/11/01","","",""
"1469345","Magnetic resonance imaging of the wrist: occult osseous lesions","Kettner NW, Pierre-Jerome C.","J Manipulative Physiol Ther. 1992 Nov-Dec;15(9):599-603.","Kettner NW","J Manipulative Physiol Ther","1992","1992/11/01","","",""
"1441024","Staging of advanced bladder cancer. Current concepts and pitfalls","See WA, Fuller JR.","Urol Clin North Am. 1992 Nov;19(4):663-83.","See WA","Urol Clin North Am","1992","1992/11/01","","",""
"1440085","[A case of rheumatoid arthritis complicated with pseudotumor around odontoid process successfully treated by methotrexate]","Ito S, Saeki T, Honma T, Ozawa T, Kikuchi M, Sato T, Nakano M, Tanaka T, Hanyuu T, Shimotori T, et al.","Ryumachi. 1992 Oct;32(5):483-7.","Ito S","Ryumachi","1992","1992/10/01","","",""
"1399441","Phantom evaluation of imaging modalities for silicone breast implants","Steinbach BG, Hiskes SK 2nd, Fitzsimmons JR, Lanier L.","Invest Radiol. 1992 Oct;27(10):841-6. doi: 10.1097/00004424-199210000-00015.","Steinbach BG","Invest Radiol","1992","1992/10/01","","","10.1097/00004424-199210000-00015"
"1332114","[Magnetic resonance tomography of the bone marrow for the detection of metastases of solid tumors]","Layer G, Jarosch K.","Radiologe. 1992 Oct;32(10):502-8.","Layer G","Radiologe","1992","1992/10/01","","",""
"29281429","Diagnosing Shoulder Pain","Sartoris DJ.","Phys Sportsmed. 1992 Sep;20(9):150-164. doi: 10.1080/00913847.1992.11947489.","Sartoris DJ","Phys Sportsmed","1992","2017/12/28","","","10.1080/00913847.1992.11947489"
"1527334","The diagnosis of sinusitis in infants and children: x-ray, computed tomography, and magnetic resonance imaging. Diagnostic imaging of pediatric sinusitis","Diament MJ.","J Allergy Clin Immunol. 1992 Sep;90(3 Pt 2):442-4. doi: 10.1016/0091-6749(92)90166-y.","Diament MJ","J Allergy Clin Immunol","1992","1992/09/01","","","10.1016/0091-6749(92)90166-y"
"1402189","[A case of leiomyoma of the chest wall]","Tanaka T, Adachi A, Iwata S, Nishimura Y, Tanaka Y, Kakegawa T.","Nihon Kyobu Geka Gakkai Zasshi. 1992 Sep;40(9):1721-4.","Tanaka T","Nihon Kyobu Geka Gakkai Zasshi","1992","1992/09/01","","",""
"1408680","[A study of irradiated spines in radiotherapy--using 99mTc-HMDP bone scintigraphy & MR imaging]","Yoshida D, Sawada A, Kamiike O, Ogawa Y, Maeda T, Yoshida S.","Nihon Igaku Hoshasen Gakkai Zasshi. 1992 Aug 25;52(8):1099-109.","Yoshida D","Nihon Igaku Hoshasen Gakkai Zasshi","1992","1992/08/25","","",""
"1628496","Portal vein thrombosis: imaging features and associated etiologies","Abbitt PL.","Curr Probl Diagn Radiol. 1992 Jul-Aug;21(4):115-47. doi: 10.1016/0363-0188(92)90036-f.","Abbitt PL","Curr Probl Diagn Radiol","1992","1992/07/01","","","10.1016/0363-0188(92)90036-f"
"1505746","Screening laboratory evaluation in psychiatric patients: a review","Anfinson TJ, Kathol RG.","Gen Hosp Psychiatry. 1992 Jul;14(4):248-57. doi: 10.1016/0163-8343(92)90095-r.","Anfinson TJ","Gen Hosp Psychiatry","1992","1992/07/01","","","10.1016/0163-8343(92)90095-r"
"1601622","Screening test for detection of metallic foreign objects in the orbit before magnetic resonance imaging","Otto PM, Otto RA, Virapongse C, Friedman SM, Emerson S, Li KC, Malot R, Kaude JV, Staab EV.","Invest Radiol. 1992 Apr;27(4):308-11. doi: 10.1097/00004424-199204000-00010.","Otto PM","Invest Radiol","1992","1992/04/01","","","10.1097/00004424-199204000-00010"
"1599731","Automatic screening of plain film mammography","Fredfeldt KE, Christensen E, Conradsen K, Ersbøll B, Stedstrup S.","Semin Ultrasound CT MR. 1992 Apr;13(2):135-9.","Fredfeldt KE","Semin Ultrasound CT MR","1992","1992/04/01","","",""
"1564819","[A case of double mediastinal tumors]","Sakata K, Misawa Y, Ohara T, Sohara Y, Fukushima K, Hasegawa T, Yamada S.","Kyobu Geka. 1992 Apr;45(4):367-70.","Sakata K","Kyobu Geka","1992","1992/04/01","","",""
"1591101","[MR imaging of the spinal cord--with special emphasis on the factors influencing spinal cord measurement]","Miyasaka K.","No To Shinkei. 1992 Mar;44(3):241-7.","Miyasaka K","No To Shinkei","1992","1992/03/01","","",""
"1578453","Magnetic resonance imaging in the detection of sacroiliitis","Docherty P, Mitchell MJ, MacMillan L, Mosher D, Barnes DC, Hanly JG.","J Rheumatol. 1992 Mar;19(3):393-401.","Docherty P","J Rheumatol","1992","1992/03/01","","",""
"1557174","[A case of transethmoidal encephalocele]","Yoshimoto Y, Noguchi M, Tsutsumi Y.","No Shinkei Geka. 1992 Mar;20(3):249-54.","Yoshimoto Y","No Shinkei Geka","1992","1992/03/01","","",""
"1353770","Dermatofibrosarcoma protuberans: 4 years after local trauma","Bashara ME, Jules KT, Potter GK.","J Foot Surg. 1992 Mar-Apr;31(2):160-5.","Bashara ME","J Foot Surg","1992","1992/03/01","","",""
"1729289","MRI and MRA in treatment planning of subdiaphragmatic radiation therapy","Müller-Schimpfle M, Layer G, Köster A, Brix G, Kimmig B, Kauczor HU, Wannenmacher M, Semmler W, van Kaick G.","J Comput Assist Tomogr. 1992 Jan-Feb;16(1):110-9. doi: 10.1097/00004728-199201000-00021.","Müller-Schimpfle M","J Comput Assist Tomogr","1992","1992/01/01","","","10.1097/00004728-199201000-00021"
"1603604","Persistence of a single pulmonary vein in a child","Mainard L, Hoeffel JC, Worms AM, Marcon F.","Padiatr Padol. 1992;27(2):53-5.","Mainard L","Padiatr Padol","1992","1992/01/01","","",""
"1557542","[Magnetic resonance in the study of tubercular coxitis]","Midiri M, Filosto L, Lo Casto A, Masciocchi C.","Radiol Med. 1992 Jan-Feb;83(1-2):38-42.","Midiri M","Radiol Med","1992","1992/01/01","","",""
"1546331","Imaging strategies in the evaluation of soft-tissue hemangiomas of the extremities: correlation of the findings of plain radiography, angiography, CT, MRI, and ultrasonography in 12 histologically proven cases","Greenspan A, McGahan JP, Vogelsang P, Szabo RM.","Skeletal Radiol. 1992;21(1):11-8. doi: 10.1007/BF00243086.","Greenspan A","Skeletal Radiol","1992","1992/01/01","","","10.1007/BF00243086"
"1542205","[A follow-up study by MRI and enhanced-MRI in a case of cerebral tuberculosis]","Niimi T, Hasegawa Y, Sugiura Y, Iijima N, Yoshikawa K, Kato M, Morishita M.","Kekkaku. 1992 Jan;67(1):27-32.","Niimi T","Kekkaku","1992","1992/01/01","","",""
"1523274","[Studies of the correlations between morphological brain changes on MRI and computerized EEG changes in schizophrenics]","Takeuchi K.","Seishin Shinkeigaku Zasshi. 1992;94(6):584-604.","Takeuchi K","Seishin Shinkeigaku Zasshi","1992","1992/01/01","","",""
"1515510","Rate coherence and event coherence in the visual cortex: a neuronal model of object recognition","Neven H, Aertsen A.","Biol Cybern. 1992;67(4):309-22. doi: 10.1007/BF02414887.","Neven H","Biol Cybern","1992","1992/01/01","","","10.1007/BF02414887"
"1491904","Aberrant thymus--MR assessment","Slovis TL, Meza M, Kuhn JP.","Pediatr Radiol. 1992;22(7):490-2. doi: 10.1007/BF02012990.","Slovis TL","Pediatr Radiol","1992","1992/01/01","","","10.1007/BF02012990"
"1799522","[Cauda equina neurinoma associated with intracranial hypertension--case report]","Niwa J, Suetake K, Okuyama T, Shimizu K, Hirai H.","No To Shinkei. 1991 Dec;43(12):1151-5.","Niwa J","No To Shinkei","1991","1991/12/01","","",""
"1813199","[A case of spinal osteomyelitis detected by MRI]","Nitta E, Ishiguro H, Baba H, Fukuhara N.","Rinsho Shinkeigaku. 1991 Nov;31(11):1252-4.","Nitta E","Rinsho Shinkeigaku","1991","1991/11/01","","",""
"1772923","Picture archiving and communication system in Hokkaido University Hospital: advantage and disadvantage of HU-PACS chest roentgenogram images in the outpatient clinic","Miyamoto K, Abe S, Kawakami Y.","J Digit Imaging. 1991 Nov;4(4 Suppl 1):28-31. doi: 10.1007/BF03168149.","Miyamoto K","J Digit Imaging","1991","1991/11/01","","","10.1007/BF03168149"
"1742584","Registration of MR and CT images for skull base surgery using point-like anatomical features","Hill DL, Hawkes DJ, Crossman JE, Gleeson MJ, Cox TC, Bracey EE, Strong AJ, Graves P.","Br J Radiol. 1991 Nov;64(767):1030-5. doi: 10.1259/0007-1285-64-767-1030.","Hill DL","Br J Radiol","1991","1991/11/01","","","10.1259/0007-1285-64-767-1030"
"1925560","Echo-planar imaging: magnetic resonance imaging in a fraction of a second","Stehling MK, Turner R, Mansfield P.","Science. 1991 Oct 4;254(5028):43-50. doi: 10.1126/science.1925560.","Stehling MK","Science","1991","1991/10/04","","","10.1126/science.1925560"
"1924718","Measurement of three-dimensional radiation dose distributions using MRI","Prasad PV, Nalcioglu O, Rabbani B.","Radiat Res. 1991 Oct;128(1):1-13.","Prasad PV","Radiat Res","1991","1991/10/01","","",""
"1754491","Magnetic resonance imaging of acute symptomatic Schmorl's node formation","Walters G, Coumas JM, Akins CM, Ragland RL.","Pediatr Emerg Care. 1991 Oct;7(5):294-6. doi: 10.1097/00006565-199110000-00009.","Walters G","Pediatr Emerg Care","1991","1991/10/01","","","10.1097/00006565-199110000-00009"
"1753549","[Insidious hearing loss and facial palsy as the presenting symptoms of meningeal carcinomatosis resulting from adenocarcinoma of the lung]","Uemura Y, Takeuchi S, Kobayashi M.","Nihon Kyobu Shikkan Gakkai Zasshi. 1991 Sep;29(9):1202-5.","Uemura Y","Nihon Kyobu Shikkan Gakkai Zasshi","1991","1991/09/01","","",""
"1940523","[Complete resection of thymic carcinoma supported by cardiopulmonary bypass]","Fujino S, Nojima T, Asakura S, Onoe M, Watarida S, Mori A.","Nihon Kyobu Geka Gakkai Zasshi. 1991 Aug;39(8):1188-93.","Fujino S","Nihon Kyobu Geka Gakkai Zasshi","1991","1991/08/01","","",""
"1786658","[A case of spinal cord sarcoidosis with interesting MRI findings]","Yamashita M, Yasuda H, Sonobe M, Hisanaga T, Shigeta Y.","Rinsho Shinkeigaku. 1991 Jul;31(7):734-7.","Yamashita M","Rinsho Shinkeigaku","1991","1991/07/01","","",""
"2072592","[A case of left lung cancer associated with an aneurysm of the thoracic aorta]","Saito H, Tatsuzawa T, Watanabe T, Kawajiri F, Sakatoku M, Hirano M, Kikkawa H, Kitagawa K.","Kyobu Geka. 1991 Jun;44(6):497-9.","Saito H","Kyobu Geka","1991","1991/06/01","","",""
"2048846","Blunt cervical spine Brown-Séquard injury. A report of three cases","Oller DW, Boone S.","Am Surg. 1991 Jun;57(6):361-5.","Oller DW","Am Surg","1991","1991/06/01","","",""
"1881328","Fast Fourier projection for MR angiography","Napel S, Dunne S, Rutt BK.","Magn Reson Med. 1991 Jun;19(2):393-405. doi: 10.1002/mrm.1910190230.","Napel S","Magn Reson Med","1991","1991/06/01","","","10.1002/mrm.1910190230"
"1938172","EEG and skeletal development in children with different psychosocial characteristics","Fernandez-Bouzas A, Perez-Montemayor D, Harmony T, Marosi E, Becker J, Rodriguez M, Reyes A, Fernandez-Harmony T.","Int J Neurosci. 1991 May;58(1-2):105-11. doi: 10.3109/00207459108987187.","Fernandez-Bouzas A","Int J Neurosci","1991","1991/05/01","","","10.3109/00207459108987187"
"2068025","Medical imaging","Kreel L.","Postgrad Med J. 1991 Apr;67(786):334-46. doi: 10.1136/pgmj.67.786.334.","Kreel L","Postgrad Med J","1991","1991/04/01","PMC2398810","","10.1136/pgmj.67.786.334"
"2032817","Magnetic resonance imaging detection of early experimental periostitis. Comparison of magnetic resonance imaging, computed tomography, and plain radiography with histopathologic correlation","Spaeth HJ, Chandnani VP, Beltran J, Lucas JG, Ortiz I, King MA, Bennett WF, Bova JG, Mueller CF, Shaffer PB.","Invest Radiol. 1991 Apr;26(4):304-8. doi: 10.1097/00004424-199104000-00003.","Spaeth HJ","Invest Radiol","1991","1991/04/01","","","10.1097/00004424-199104000-00003"
"2012935","Magnetic resonance imaging in the assessment of rheumatoid arthritis--a comparison with plain film radiographs","Foley-Nolan D, Stack JP, Ryan M, Redmond U, Barry C, Ennis J, Coughlan RJ.","Br J Rheumatol. 1991 Apr;30(2):101-6. doi: 10.1093/rheumatology/30.2.101.","Foley-Nolan D","Br J Rheumatol","1991","1991/04/01","","","10.1093/rheumatology/30.2.101"
"2070893","[A case of fibrous dysplasia (McCune Albright syndrome) associated with acromegaly]","Chiba Y, Tani N, Tamura N, Nakamura H, Igarashi K, Momotsu T, Tsuda A, Ito S, Shibata A, Tamura T, et al.","Nihon Naibunpi Gakkai Zasshi. 1991 Mar 20;67(3):239-48. doi: 10.1507/endocrine1927.67.3_239.","Chiba Y","Nihon Naibunpi Gakkai Zasshi","1991","1991/03/20","","","10.1507/endocrine1927.67.3_239"
"2051096","[A case of chondroblastoma originating from the right 6th rib]","Imai N, Tanabe H, Hirose H, Shimokawa K.","Nihon Kyobu Geka Gakkai Zasshi. 1991 Mar;39(3):356-60.","Imai N","Nihon Kyobu Geka Gakkai Zasshi","1991","1991/03/01","","",""
"2047609","[A case of right atrial myxoma--the availability of transesophageal echocardiography in the detection of right atrial myxoma]","Ogawa Y, Ohshima H, Kawashima E, Akita N, Tanazawa S, Tobise K, Onodera S, Aoki H, Kubota H, Murakami C.","Kokyu To Junkan. 1991 Mar;39(3):283-6.","Ogawa Y","Kokyu To Junkan","1991","1991/03/01","","",""
"2009743","Digital chest radiography","MacMahon H, Doi K.","Clin Chest Med. 1991 Mar;12(1):19-32.","MacMahon H","Clin Chest Med","1991","1991/03/01","","",""
"1674594","[The traumatized foot--clinical and radiological study]","Brunner UH, Blahs U, Kenn RW.","Orthopade. 1991 Mar;20(1):11-21.","Brunner UH","Orthopade","1991","1991/03/01","","",""
